kota_administrasi,kecamatan,kelurahan,rw,jumlah_terdampak_rw,jumlah_terdampak_rt,jumlah_terdampak_kk,jumlah_terdampak_jiwa,ketinggian_air,tanggal_kejadian,lama_genangan,jumlah_meninggal,jumlah_hilang,jumlah_luka_berat,jumlah_luka_ringan,jumlah_pengungsi_tertinggi,jumlah_tempat_pengungsian,nilai_kerugian
Jakarta Pusat,SAWAH BESAR,MANGGA DUA SELATAN,rw 11,1,1,0,0,30 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Pusat,SAWAH BESAR,GUNUNG SAHARI UTARA,"rw 03, 07",2,2,0,0,30 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Pusat,TANAH ABANG,BENDUNGAN HILIR,"rw 01, 03, 04, 06, 07",5,12,0,0,10 s/d 60,"8, 23, 25  februari",0,0,0,0,0,0,0,0
Jakarta Pusat,TANAH ABANG,KARET TENGSIN,"rw 07, 09, ",2,2,0,0,40 s/d 80 cm,"22, 23, 25  februari",0,0,0,0,475,2,0,0
Jakarta Pusat,TANAH ABANG,PETAMBURAN,"rw 03, 09",2,10,0,0,10 s/d 120,"22, 23, 25  februari",2,0,0,0,1368,8,0,0
Jakarta Pusat,TANAH ABANG,KEBON MELATI,"rw 07, 16",2,2,0,0,35 s/d 50 cm,"23, 25  februari",0,0,0,0,0,0,0,0
Jakarta Pusat,SENEN,KRAMAT,"rw 04, 06, 08",3,3,0,0,10 s/d 50 cm,"20, 23, 25  februari",0,0,0,0,0,0,0,0
Jakarta Pusat,SENEN,KENARI,rw 05,1,1,0,0,20 cm,23 februari,0,0,0,0,0,0,0,0
Jakarta Pusat,MENTENG,KEBON SIRIH,"rw 02, 04, 08",3,3,0,0,20 s/d 90 cm,"20, 23 februari",0,0,0,0,50,1,0,0
Jakarta Pusat,MENTENG,MENTENG,"rw 05,  09, 11",3,3,0,0,10 s/d 60 cm,"23, 25  februari",0,0,0,0,0,0,0,0
Jakarta Pusat,CEMPAKA PUTIH,RAWASARI,rw 09,1,2,0,0,20 s/d 30 cm,"23, 25  februari",0,0,0,0,0,0,0,0
Jakarta Pusat,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,"rw 05, 06, 07, 08",4,4,0,0, 30 cm,"23, 25 februari",0,0,0,0,0,0,0,0
Jakarta Pusat,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,"rw 03, 08, 12",3,3,0,0,20 s/d 30 cm,"08, 25 februari",0,0,0,0,0,0,0,0
Jakarta Pusat,GAMBIR,KEBON KELAPA,"rw 02, ",1,1,0,0,20 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Utara,TANJUNG PRIOK,SUNTER JAYA,"rw 02, 04, 12, ",3,3,0,0,10 s/d 30 cm,"8, 25  februari",0,0,0,0,0,0,0,0
Jakarta Utara,TANJUNG PRIOK,WARAKAS,"rw 01, 12, 13",3,3,0,0,20 cm,8 februari,0,0,0,0,0,0,0,0
Jakarta Utara,TANJUNG PRIOK,TANJUNG PRIOK,"rw 02, 07",2,2,0,0,10 s/d 30 cm,8 februari,0,0,0,0,0,0,0,0
Jakarta Utara,TANJUNG PRIOK,KEBON BAWANG,"rw 02, 07",2,2,0,0,10 s/d 30 cm,8 februari,0,0,0,0,0,0,0,0
Jakarta Utara,KELAPA GADING,KELAPA GADING BARAT,"rw 02, 03, 06, 11, 12",5,5,0,0,10 s/d 45 cm,"8, 23 februari",0,0,0,0,0,0,0,0
Jakarta Utara,KELAPA GADING,KELAPA GADING TIMUR,"rw 01, 04, 05, 06, 08,09, 10, 11, 13, 15, 16, 18, 19, ",13,13,65,271,30 s/d 40 cm,"8, 23, 25 februari",0,0,0,0,271,6,0,0
Jakarta Utara,KELAPA GADING,PEGANGSAAN DUA,"rw 02, 03, 04, 08, 09, 10, 11, 12, 19",9,9,44,182,20 s/d 70 cm,"23, 25  februari",0,0,0,0,182,3,0,0
Jakarta Utara,KOJA,TUGU SELATAN,"rw 01, 02, 03, 04, 05, 08, 10, 11, 18",9,12,22,192,10 s/d 80 cm,"8, 23 februari",0,0,0,0,138,1,0,0
Jakarta Utara,KOJA,TUGU UTARA,"rw 02, 03, 04, 10, 11",5,5,0,0,15 s/d 60 cm,"8, 23  februari",0,0,0,0,0,0,0,0
Jakarta Utara,KOJA,RAWA BADAK SELATAN,"rw 04, 08, 09, 11",4,4,0,0,10 s/d 30 cm,"8, 23 februari",0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,KAPUK MUARA,rw 01,1,3,0,0,5 s/d 70cm,"20, 23 februari",0,0,0,0,0,0,0,0
Jakarta Utara,PENJARINGAN,PEJAGALAN,"rw 02, 12, 13, 14, 15",5,46,50,250,5 s/d 60 cm,"8, 23, 25, 28 februari",0,0,0,0,150,4,0,0
Jakarta Utara,PENJARINGAN,PENJARINGAN,rw 17,1,1,0,0,20 s/d 60  cm,"23, 25  februari",0,0,0,0,80,1,0,0
Jakarta Utara,PENJARINGAN,PLUIT,"rw 01, 11,",2,13,0,0,10 s/d 80 ,"1,2,3,4,    februari",0,0,0,0,0,0,0,0
Jakarta Utara,PADEMANGAN,ANCOL,"rw 02, 08, ",2,2,0,0,15 s/d 20 cm,"2, 25 februari",0,0,0,0,0,0,0,0
Jakarta Utara,PADEMANGAN,PADEMANGAN BARAT ,rw 10,1,1,0,0,10 s/d 30 cm,8 februari,0,0,0,0,0,0,0,0
Jakarta Utara,PADEMANGAN,PADEMANGAN TIMUR,"rw 01, 02, 10",3,3,0,0,15 s/d 20 cm,"8, 25 februari",0,0,0,0,0,0,0,0
Jakarta Utara,CILIINCING,ROROTAN,"rw 01, 02, 03, 04, 05, 06, 07,08,  09, 12, 13 ",11,12,338,1150,5 s/d 110,"8, 23, 25  februari",0,0,0,0,1150,7,0,0
Jakarta Utara,CILIINCING,SEMPER BARAT,"rw 01,02,04, 05, 06, 17",6,6,172,648,10 s/d 40 cm,"8, 23, 25 februari",0,0,0,0,648,6,0,0
Jakarta Utara,CILIINCING,SEMPER TIMUR,"rw 03, 10, 11",3,3,50,200,10 s/d 35 cm,"8, 25  februari",0,0,0,0,200,2,0,0
Jakarta Utara,CILIINCING,SUKAPURA,"rw 01, 02, 03, 04, 06, 07,08, 09, 10,12",10,18,175,566,10 cm s/d 100 cm,"8, 23, 25  februari",0,0,0,0,566,6,0,0
Jakarta Utara,CILIINCING,CILINCING,"rw 03, 06, 09",3,14,0,0,10 s/d 40 cm,"8, 23, 25  februari",0,0,0,0,0,0,0,0
Jakarta Utara,CILIINCING,MARUNDA,"rw 02, 04, 05, 07",4,6,230,417,5 s/d 60 cm,"9, 23, 25, 28   februari",0,0,0,0,417,6,0,0
Jakarta Barat,CENGKARENG,CENGKARENG BARAT,"rw 06, 09, 10, 11",4,6,0,0,10 s/d 50 cm,"8, 16, 20, 25  februari",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,CENGKARENG TIMUR,"rw 03, 16, 12",3,9,0,0,40 s/d 70 cm,"1, 8, 16  februari",0,0,0,0,0,0,0,0
Jakarta Barat,CENGKARENG,DURI KOSAMBI,"rw 04, 06, 08, 11",4,7,0,0,10 s/d 40 cm,"1, 8, 16, 20, 25  februari",0,0,0,0,115,2,0,0
Jakarta Barat,CENGKARENG,KAPUK,"rw 01, 02, 03, 05, 06, 07, 12, 13, 15, 16",10,33,0,0,10 s/d 30 cm,"1, 2,3, 4, 8, 16, 20, 22, 23, 25  februari",0,0,0,0,400,4,0,0
Jakarta Barat,CENGKARENG,KEDAUNG KALI ANGKE,"rw 01, 02,03,  04, 05, 08, 09",7,18,0,0,10 s/d 50 cm,"1, 16, 20, 22, 25  februari",0,0,0,0,115,1,0,0
Jakarta Barat,CENGKARENG,RAWA BUAYA,"Rw 01, 02,03,  04, 06, 08,10,11, 12",9,24,0,0,10 s/d 50 cm,"1, 8, 16, 20, 25 februari",0,0,0,0,50,1,0,0
Jakarta Barat,GROGOL PETAMBURAN,JELAMBAR,"rw 04, 05, 07, ",3,5,0,0,5 s/d 20 cm,2 februari,0,0,0,0,0,0,0,0
Jakarta Barat,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,rw 02,1,1,0,0,30 s/d 50 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Barat,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,"rw 01, 02",2,2,0,0,15 s/d 25 cm,16 februari,0,0,0,0,0,0,0,0
Jakarta Barat,GROGOL PETAMBURAN,TOMANG,rw 15,1,1,0,0,30 s/d 50 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,KALIDERES,"rw 08, 06, ",2,2,0,0,5 s/d 15 cm,4 februari,0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,KAMAL,"rw 01,  03",2,3,0,0,5 s/d 15 cm,"20, 27  februari",0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,PEGADUNGAN,"rw 01, 03, 04, 05. 07",5,7,0,0,5 s/d 60 cm,"4, 20, 25 februari",0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,SEMANAN,"rw 03,04,  07, 10",4,4,0,0,10 s/d 60 cm,"1, 8, 20, 25, 27   februari",0,0,0,0,0,0,0,0
Jakarta Barat,KALIDERES,TEGAL ALUR,"rw 01, 02, 03, 04, 05, 09, 11, 12, 13, 15",10,29,0,0,15 s/d 35 cm,"1, 2, 3,4, 8, 16, 22, 25, 27   februari",0,0,0,0,55,2,0,0
Jakarta Barat,KEBON JERUK,DURI KEPA,rw 14,1,1,0,0,10 s/d 30 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA SELATAN,"rw 01,03,  05",3,6,0,0,15 s/d 50 cm,"20, 23, 25   februari",0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEDOYA UTARA,"rw 08, ",1,5,0,0,20 s/d 50 cm,"2, 23 februari",0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,SUKABUMI SELATAN,"rw 01, 02, ",2,3,0,0,10 s/d 80 cm,"16, 25  februari",0,0,0,0,0,0,0,0
Jakarta Barat,KEBON JERUK,KEBON JERUK,rw 01,1,1,0,0,10 s/d 30 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN SELATAN,"Rw 01, 09",2,2,0,0,20 s/d 60 cm,"1,2, 8, 22, 23  februari",0,0,0,0,0,0,0,0
Jakarta Barat,KEMBANGAN,KEMBANGAN UTARA,"rw 01, 03, 04, 05,08,  10",6,12,0,0,30 s/d 80 cm,"1, 8, 23, 25   februari",0,0,0,0,65,3,0,0
Jakarta Barat,KEMBANGAN,SRENGSENG,"rw 02, 08",2,3,0,0,15 s/d 20 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Barat,PALMERAH,JATI PULO,"rw 05,  09",2,5,0,0,10 s/d 40 cm,"23, 25  februari",0,0,0,0,0,0,0,0
Jakarta Barat,PALMERAH,KEMANGGISAN,rw 09,1,1,0,0,10 s/d 40 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Barat,PALMERAH,KOTA BAMBU SELATAN,"rw 01, 02, 05",3,3,21,85,10 s/d 50 cm,"23, 25  februari",0,0,0,0,85,1,0,0
Jakarta Barat,PALMERAH,KOTA BAMBU UTARA,rw 02,1,1,0,0,10 s/d 40 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Barat,TAMAN SARI,TANGKI,"rw 02, 07",2,18,0,0,30 s/d 40 cm,25 februari,1,0,0,0,0,0,0,0
Jakarta Barat,TAMAN SARI,MANGGA BESAR,rw 01,1,1,0,0,30 s/d 40 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Barat,TAMBORA,PEKOJAN,rw 12,1,1,0,0,30 s/d 50 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,CILANDAK,CILANDAK BARAT,rw 02,1,1,0,0,50 s/d 80 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,CILANDAK,CIPETE SELATAN,"rw 01, 07",2,2,0,0,20 s/d 40 cm,"22, 23  februari",0,0,0,0,0,0,0,0
Jakarta Selatan,CILANDAK,PONDOK LABU,rw 03,1,1,0,0,20 cm,22 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,JAGAKARSA,TANJUNG BARAT,"rw 05, ",1,2,0,0,10 s/d 100 cm,"8, 20, 25 februari",0,0,0,0,0,0,0,0
Jakarta Selatan,JAGAKARSA,CIPEDAK,rw 06,1,1,0,0,10 s/d 20 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,KEBAYORAN BARU,KRAMAT PELA,"rw 08, 09",2,2,0,0,10 s/d 20 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,KEBAYORAN BARU,PETOGOGAN,"rw 01, 02, 03, 07",4,4,0,0,10 s/d 35 cm,"2, 8, 25 februari",0,0,0,0,0,0,0,0
Jakarta Selatan,KEBAYORAN BARU,PULO,rw 03,1,1,0,0,10 s/d 20 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,KEBAYORAN BARU,CIPETE UTARA,"rw 06, 10",2,2,0,0,10 s/d 20 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,KEBAYORAN LAMA,CIPULIR,"rw 07, 10",2,2,0,0,100 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,rw 04,1,1,0,0,10 s/d 30 cm,"20, 25  februari",0,0,0,0,0,0,0,0
Jakarta Selatan,KEBAYORAN LAMA,PONDOK PINANG,"rw 01,  05, ",2,5,0,0,10 s/d 60 cm,"20, 25  februari",0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,BANGKA,"rw 01, 06",2,2,0,0,10 s/d 30 cm,"23, 25 februari",0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,KUNINGAN BARAT,"rw 04, 05",2,2,0,0,10 s/d 30 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,MAMPANG PRAPATAN,"rw 05, ",1,3,0,0,120 cm,23 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,MAMPANG PRAPATAN,PELA MAMPANG,"rw 04, 06",2,2,0,0,10 s/d 30 cm,"22, 25  februari",0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,CIKOKO,"rw 01, 04",2,2,0,0,10 s/d 25 cm,"8,23 februari",0,0,0,0,0,0,0,0
Jakarta Selatan,PANCORAN,PENGADEGAN,"rw 01, 02, 07",3,3,32,121,50 s/d 150 cm,"8, 20, 22, 23, 24  februari",0,0,0,0,121,1,0,0
Jakarta Selatan,PANCORAN,RAWAJATI,"rw 01, 03, 06, 07",4,4,109,282,200 cm,"8, 20, 22, 24  februari",1,0,0,0,282,3,0,0
Jakarta Selatan,PANCORAN,DUREN TIGA,"rw 05, ",1,1,0,0,10 s/d 50 cm,"22, 23, 25  februari",1,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,JATI PADANG,rw 06,1,4,0,0,30 s/d 40 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,KEBAGUSAN,"rw 06, 07",2,3,0,0,5 s/d 40 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,PEJATEN TIMUR,"rw 03, 04, 05, 06, 07, 08, 09, 10, 11, 12 ",10,14,132,329,30 s/d 120 cm,"8, 16, 20, 24 februari",0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,RAGUNAN,"rw 04, 09",2,2,0,0,25 s/d 50 cm,"23, 25  februari",0,0,0,0,0,0,0,0
Jakarta Selatan,PASAR MINGGU,PASAR MINGGU,rw 05,1,1,0,0,15 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,PESANGGRAHAN,BINTARO,"rw 05, ",1,1,0,0,10 s/d 30 cm,"20, 25 februari",0,0,0,0,0,0,0,0
Jakarta Selatan,PESANGGRAHAN,PETUKANGAN SELATAN,"rw 01, 06",2,4,0,0,10 s/d 30 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,SETIABUDI,GUNTUR,rw 06,1,1, ,0,40 cm,23 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,SETIABUDI,KARET SEMANGGI,rw 04,1,1,0,0,10 s/d 80 cm,"22, 23, 25  februari",0,0,0,0,0,0,0,0
Jakarta Selatan,SETIABUDI,PASAR MANGGIS,rw 05,1,1,0,0,40 cm,23 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,SETIABUDI,KARET,"rw 02, 07",2,2,0,0,20 s/d 30 cm,23 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,SETIABUDI,MENTENG ATAS,rw 07,1,1,0,0,20 cm,23 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,TEBET,MANGGARAI,"rw 01, 04, 05, 09, 10, 11",6,9,4,15,10 s/d 80 cm,"8, 20 , 23,24 februari",0,0,0,0,15,1,0,0
Jakarta Selatan,TEBET,MANGGARAI SELATAN,"rw 02, 05",2,2,0,0,20 s/d 30 cm,23 februari,0,0,0,0,0,0,0,0
Jakarta Selatan,TEBET,BUKIT DURI,"rw 06, 08, 11, 12",4,4,0,0,10 s/d 100 cm,"8,25 februari",0,0,0,0,0,0,0,0
Jakarta Selatan,TEBET,KEBON BARU,"rw 01, 02, 04, 05, 06, 08, 10, 12 ",8,8,105,420,10 s/d 60 cm,"8, 20, 23, 24, 25  februari",0,0,0,0,420,1,0,0
Jakarta Selatan,TEBET,MENTENG DALAM,"rw 01, 08, 10, 11, ",4,6,0,0,10 s/d 130 cm,23 februari,0,0,0,0,0,0,0,0
Jakarta Timur,CAKUNG,CAKUNG BARAT,"rw 03, 06,07,  08, 09",5,11,24,98,10 s/d 100 cm,"8, 23 februari",0,0,0,0,98,3,0,0
Jakarta Timur,CAKUNG,CAKUNG TIMUR,"rw 05,06, 07, 08, 09, 10, 12",7,23,275,630,5 s/d 100 cm,"22, 23, 24, 27  februari",0,0,0,0,193,5,0,0
Jakarta Timur,CAKUNG,PENGGILINGAN,"rw 03, 05, 08",3,5,0,0,10 s/d 50 cm,"8, 16, 23, 25 februari",0,0,0,0,0,0,0,0
Jakarta Timur,CAKUNG,RAWA TERATE,"rw 04, 05, 06",3,13,641,2564,30 s/d 250 cm,"1,2,3,8, 20, 22,23, 25 februari",0,0,0,0,471,3,0,0
Jakarta Timur,CAKUNG,JATINEGARA,"rw 02, 06, 08, 09, 11",5,6,0,0,10 s/d 60 cm,"16,23, 25 februari",0,0,0,0,0,0,0,0
Jakarta Timur,CAKUNG,PULO GEBANG,"rw 05, 08, 10, 14, 15 16",6,7,0,0,10 s/d 90 cm,"16,23, 25 februari",0,0,0,0,0,0,0,0
Jakarta Timur,CIPAYUNG,BAMBU APUS,"rw 02,  03, 05",3,5,0,0,20 s/d 50 cm,"8, 25 februari",0,0,0,0,0,0,0,0
Jakarta Timur,CIPAYUNG,CIPAYUNG,"rw 02, 04",2,2,0,0,10 s/d 35 cm,"16, 25  februari",0,0,0,0,0,0,0,0
Jakarta Timur,CIPAYUNG,LUBANG BUAYA,"rw 03, 04,09, 12",4,10,0,0,10 s/d 60 cm,"8, 16, 23, 25, 28   februari",0,0,0,0,80,2,0,0
Jakarta Timur,CIPAYUNG,SETU,rw 01,1,2,0,0,30 cm,28 februari,0,0,0,0,0,0,0,0
Jakarta Timur,CIPAYUNG,CILANGKAP,"rw 03, 04, 06",3,7,0,0,15 s/d 40 cm,"25, 28 februari",0,0,0,0,0,0,0,0
Jakarta Timur,CIRACAS,CIBUBUR,"rw 02, 03, 05, 10, 12",5,14,0,0,10 s/d 100 cm,"15, 25 februari",0,0,0,0,0,0,0,0
Jakarta Timur,CIRACAS,KELAPA DUA WETAN,"rw 02, 08, 09, 011",4,7,0,0,5 s/d 40 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Timur,CIRACAS,RAMBUTAN,"rw 01, 02, 03, 05, 06",5,18,774,2286,10 s/d 60 cm,"16,23, 25 februari",0,0,0,0,10,1,0,0
Jakarta Timur,CIRACAS,SUSUKAN,rw 05,1,4,0,0,30 s/d 40 cm,23 februari,0,0,0,0,0,0,0,0
Jakarta Timur,DUREN SAWIT,KLENDER,"rw  07, 09, 11, 13, 16, 17, 18",7,7,0,0,10 s/d 80 cm,"16, 23, 25   februari",0,0,0,0,0,0,0,0
Jakarta Timur,DUREN SAWIT,MALAKA JAYA,"rw 01, 03, 04, 10, 12, 13",6,13,0,0,20 s/d 100  cm,"23, 25  februari",0,0,0,0,0,0,0,0
Jakarta Timur,DUREN SAWIT,PONDOK BAMBU,"rw 06, 01, 07, 05",4,7,50,130,20 s/d 70 cm,23 februari,0,0,0,0,0,0,0,0
Jakarta Timur,DUREN SAWIT,PONDOK KELAPA,"rw 04, 06,08,  09, 10, 12, 13",7,16,386,2132,10 s/d 100 cm,"8, 16, 25  februari",0,0,0,0,320,4,0,0
Jakarta Timur,DUREN SAWIT,PONDOK KOPI,"rw 03, 04, 05, 06, 07, 10",6,32,0,0,10 s/d 60 cm,"8, 25 februari",0,0,0,0,0,0,0,0
Jakarta Timur,DUREN SAWIT,DUREN SAWIT,"rw 01, 05, 09, 10,13, 15,16,  17",8,9,0,0,10 s/d 50 cm,"8, 16, 23  februari",0,0,0,0,0,0,0,0
Jakarta Timur,DUREN SAWIT,MALAKA SARI,rw 09,1,1,0,0,30 s/d 70 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,BIDARA CINA,"rw 01, 02., 03, 05, 06,  07,08, 09,  10, 11, 12, 14, 15",13,23,1185,3904,10 s/d 100 cm,"8, 15, 16 , 20, 22, 23, 24, 25  februari",0,0,0,0,479,7,0,0
Jakarta Timur,JATINEGARA,CIPINANG BESAR UTARA,rw 13,1,1,0,0,10 s/d 20 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,CIPINANG MUARA,"rw  11, 13, 16",3,4,191,708,10 s/d 80 cm,"8, 16, 23, 25, 28  februari",0,0,0,0,213,2,0,0
Jakarta Timur,JATINEGARA,KAMPUNG MELAYU,"rw 03,04, 05,06, 07, 08",6,29,392,2185,10 s/d 150 cm,"6, 8, 16,20, 23, 24  februari",0,0,0,0,858,5,0,0
Jakarta Timur,JATINEGARA,RAWA BUNGA,"rw 02, 03, 04, 05, 06, ",5,6,0,0,10 s/d 70 cm,"8, 23, 25  februari",0,0,0,0,0,0,0,0
Jakarta Timur,JATINEGARA,CIPINANG CEMPEDAK,rw 03,1,1,0,0,50 cm,23 februari,0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,BALE KAMBANG,"rw 01, 02, 05, ",3,8,60,244,20 s/d 100 cm,"8, 20, 25  februari",0,0,0,0,230,3,0,0
Jakarta Timur,KRAMAT JATI,BATU AMPAR,"rw 01,  03, 04, 05, 06",5,5,0,0,10 s/d 60 cm,"23, 25  februari",0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,CAWANG,"rw 01, 02, 03, 04, 05, 07, 08, 09, 10, 11, 12, ",11,30,0,0,10 s/d 150 cm,"8, 15, 16, 20, 22,23, 24, 25  februari",1,0,0,0,58,2,0,0
Jakarta Timur,KRAMAT JATI,CILILITAN,"rw 01, 05, 06, 07, 16",5,10,0,0,10 s/d 100 cm,"8, 20, 23, 24, 25  februari",0,0,0,0,220,5,0,0
Jakarta Timur,KRAMAT JATI,DUKUH,"rw 01,03,04,06",4,10,0,0,5 s/d 30 cm,"23, 25  februari",0,0,0,0,0,0,0,0
Jakarta Timur,KRAMAT JATI,TENGAH,"rw 01, 02, 03, 06, 07, 09",6,7,0,0,10 s/d 30 cm,25 februari,0,0,0,0,0,0,0,0
Jakarta Timur,MAKASAR,CIPINANG MELAYU,"rw 02, 03, 04, 05, 06, 08, 10, 11,  12, 13",10,18,3762,13450,15 s/d 100 cm,"3, 8, 16, 23, 25, 28   februari",0,0,0,0,2424,8,0,0
Jakarta Timur,MAKASAR,HALIM PERDANA KUSUMA,"rw 05, 07, 08, 10",4,9,0,0,20 s/d 50 sm,"23, 25  februari",0,0,0,0,133,1,0,0
Jakarta Timur,MAKASAR,KEBON PALA,"rw 01, 02, 03, 04, 05, 06, 07, 08, 09, 11",10,12,0,0,50 s/d 120 cm,"8, 16, 23, 25 februari",0,0,0,0,1256,3,0,0
Jakarta Timur,MAKASAR,MAKASAR,"rw 04, 05, 06, 07",4,17,178,745,30 s/d 150  cm,"23, 25  februari",0,0,0,0,553,10,0,0
Jakarta Timur,MAKASAR,PINANG RANTI,"rw 04, 05",2,6,0,0,20 s/d 100 cm,23 februari,0,0,0,0,0,0,0,0
Jakarta Timur,MATRAMAN,KEBON MANGGIS,"rw 03, rw 04",2,15,323,1157,20 s/d 60 cm,"8, 25 februari",0,0,0,0,400,5,0,0
Jakarta Timur,MATRAMAN,PISANGAN BARU,"rw 02, 03, 04, 08, 12, 13, 14",7,7,0,0,10 s/d 60 cm,"23, 25 februari",0,0,0,0,0,0,0,0
Jakarta Timur,MATRAMAN,UTAN KAYU SELATAN,"rw 03,  12",2,5,0,0,10 s/d 60 cm,"23, 25 februari",0,0,0,0,0,0,0,0
Jakarta Timur,MATRAMAN,UTAN KAYU UTARA,"rw 05, 08",2,2,0,0,10 s/d 60 cm,"23, 25 februari",0,0,0,0,0,0,0,0
Jakarta Timur,MATRAMAN,PAL MERIAM,"rw 01,  03",2,4,0,0,10 s/d 60 cm,"23, 25  februari",0,0,0,0,0,0,0,0
